"报表期起始日","报表期截止日","一、营业收入","净利息收入","其中:利息收入","利息支出","手续费及佣金净收入","其中:手续费及佣金收入","手续费及佣金支出","中间业务净收入","其中:中间业务收入","中间业务支出","净交易收入","其中:衍生金融工具交易净收入","汇兑收益","租赁收入","投资净收益","其中:对联营公司的投资收益","公允价值变动收益/(损失)","其他业务收入","特殊处理本身不平营业收入","特殊处理格式不同营业收入","二、营业支出","营业税金及附加","业务及管理费用","资产减值损失","折旧费","提取呆账准备","其他业务支出","特殊处理本身不平营业成本","特殊处理格式不同营业成本","特殊处理本身不平营业利润","特殊处理格式不同营业利润","三、营业利润","加:营业外收入","减:营业外支出","特殊处理本身不平利润总额","特殊处理格式不同利润总额","四、利润总额","减:所得税","特殊处理本身不平净利润1","特殊处理格式不同净利润1","五、净利润","少数股东权益","归属于母公司的净利润","特殊处理本身不平净利润2","特殊处理格式不同净利润2","加:年初未分配利润","其他因素调整","特殊处理本身不平可分配利润","特殊处理格式不同可分配利润","六、可供分配的利润","减:提取法定盈余公积","提取法定公益金","提取一般风险准备","提取信托赔偿准备金","其他<可分配利润>","特殊处理本身不平可供股东分配利润","特殊处理格式不同可供股东分配利润","七、可供股东分配的利润","减:应付优先股股利","提取任意盈余公积","应付普通股股利","转作股本的普通股股利","其他<可供股东分配的利润>","特殊处理本身不平未分配利润","特殊处理格式不同未分配利润","八、未分配利润","其他综合收益","归属于母公司所有者的其他综合收益","归属于少数股东的其他综合收益","综合收益总额","(一)归属于母公司所有者的综合收益总额","(二)归属于少数股东的综合收益总额","(一)基本每股收益","(二)稀释每股收益"
19950101,19950630,416372536.57,351072826.84,776288582.58,425215755.74,11169777.96,11888147.2,718369.24,10495064.74,20148711.13,,0,,920562.07,,18792673.16,,,42906600.21,-3,,178601293.58,33940086.81,133966275.1,,,,10694931.67,-0.1,,,,253501026.69,2006827.42,900579.46,,,254607274.65,38106158.97,,,216501117.68,,216501117.68,,,,,,,216501117.68,,,,,,,,216501117.68,,,,,,,,216501117.68,,,,,,,,
19940101,19941231,669393689.74,586386882.32,1185875971.56,599489089.24,16198144.7,17197538.88,999394.18,6464364.18,34572927.28,,115151525.33,,13689998.09,,63115202.6,,,44740716.56,,,316362101.92,50962874.13,203077460.98,,,,62321766.81,,,,,415974195.43,1436154.73,2987117.14,,,414423233.02,58095208.97,,,356328024.05,,356328024.05,,,,,,,356328024.05,,,,,,,,356328024.05,,,,,,,,356328024.05,,,,,,,,
19940101,19940630,301864514.32,278797569.12,461222924.56,182425355.44,4040689.81,4245658.01,204968.2,305021.82,12733612.11,,0,,4776954.92,,5791271.61,,,13944278.65,,,99154582.93,21637166.77,77517416.16,,,,,,,,,207708430.8,395585.65,197754.65,,,207906261.8,,,,207906261.8,,207906261.8,,,,,,,207906261.8,,,,,,,,207906261.8,,,,,,,,207906261.8,,,,,,,,
19930101,19931231,409704923.43,361721453.51,758944940.88,397223487.37,3643954.69,3643954.69,,,30370285.18,,50561.38,,2092216,,25120959.95,,,42247299.23,,,114555540.9,25863349.08,87073684,,,,1618507.82,,,,,320461785,,,,,320461785,47150639.79,,,273311145.21,,273311145.21,,,,,,,273311145.21,,,,,,,,273311145.21,,,,,,,,273311145.21,,,,,,,,
19930101,19930630,266495547.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161725074.01,,,,,161725074.01,24258761.1,,,137466312.91,,137466312.91,,,,,,,137466312.91,,,,,,,,137466312.91,,,,,,,,137466312.91,,,,,,,,
19920101,19921231,220898012.97,,,,,,,,,,,,,,4845018.85,,,,,,,,,,,,,,,,,225743031.82,,,,,225743031.82,,,,172110000,,172110000,,,,,,,172110000,,,,,,,,172110000,,,,,,,,172110000,,,,,,,,
19920101,19920630,205248509.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98901278.9,,,,,98901278.9,14835191.84,,,84066087.06,,84066087.06,,,,,,,84066087.06,,,,,,,,84066087.06,,,,,,,,84066087.06,,,,,,,,
19910101,19911231,146460000,,,,,,,,,,,,,,3720000,,,,,,,,,,,,,,,,,150180000,,,,,150180000,,,,112650000,,112650000,,,,,,,112650000,,,,,,,,112650000,,,,,,,,112650000,,,,,,,,
19900101,19901231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101290000,,,,,101290000,,,,70875000,,70875000,,,,,,,70875000,70875000,,,,,,,0,,,,,,,,0,,,,,,,,
19890101,19891231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67480000,,,,,67480000,,,,43020000,,43020000,,,,,,,43020000,46220000,,,,,,,-3200000,,,,,,,,-3200000,,,,,,,,
